"","host_response_rate","host_acceptance_rate","host_is_superhost","host_listings_count","host_identity_verified","neighbourhood_group_cleansed","room_type","accommodates","bathrooms","bedrooms","beds","square_feet","price","cleaning_fee","minimum_nights","number_of_reviews_ltm","review_scores_rating","review_scores_cleanliness","review_scores_location","review_scores_value","Post_20_reviews"
"5691",89.3037155669443,81.0127222784444,"f",1,"f","Brooklyn","Private room",2,1,1,1,657.770212765957,50,75.4034656056957,3,0,100,10,10,10,"0"
"5692",89.3037155669443,81.0127222784444,"f",1,"f","Manhattan","Entire home/apt",4,2,2,2,657.770212765957,1000,100,30,0,100,10,10,10,"0"
"5693",89.3037155669443,40,"f",2,"t","Brooklyn","Private room",2,1,1,1,657.770212765957,70,30,4,2,100,10,9,10,"0"
"5694",100,100,"f",0,"f","Brooklyn","Private room",2,1,1,1,657.770212765957,50,10,2,2,100,10,10,10,"1"
"5695",100,98,"t",1,"t","Brooklyn","Private room",2,1,1,1,657.770212765957,89,30,3,23,100,10,10,10,"0"
"5696",89.3037155669443,100,"t",1,"t","Manhattan","Entire home/apt",4,1.5,2,3,657.770212765957,545,145,1,12,100,10,10,10,"0"
"5697",100,100,"f",52,"t","Brooklyn","Entire home/apt",6,2,2,2,657.770212765957,199,75.4034656056957,30,0,100,10,10,10,"0"
"5698",100,71,"t",1,"f","Queens","Entire home/apt",4,2,3,3,657.770212765957,200,350,5,8,99,10,10,10,"0"
"5699",100,98,"f",2,"f","Brooklyn","Private room",2,2,1,1,657.770212765957,55,25,10,6,97,9,10,9,"1"
"5701",100,100,"f",52,"t","Brooklyn","Entire home/apt",4,1,1,0,657.770212765957,149,75.4034656056957,30,1,100,10,10,10,"0"
"5702",100,100,"t",1,"f","Brooklyn","Private room",2,1,1,2,657.770212765957,48,30,2,23,92,9,10,10,"1"
"5703",89.3037155669443,85,"f",2,"f","Brooklyn","Private room",1,1,1,1,657.770212765957,69,35,2,10,99,10,10,10,"0"
"5704",100,100,"t",2,"f","Queens","Entire home/apt",2,1,1,2,657.770212765957,124,120,2,22,98,10,9,10,"1"
"5705",100,100,"f",52,"t","Brooklyn","Entire home/apt",3,1,1,0,657.770212765957,149,75.4034656056957,30,1,93,9,9,7,"1"
"5707",75,50,"f",1,"f","Manhattan","Private room",1,1.5,1,1,657.770212765957,45,75.4034656056957,2,1,100,10,10,10,"1"
"5708",100,100,"f",1,"t","Manhattan","Entire home/apt",4,1,1,2,657.770212765957,95,45,4,18,84,7,9,8,"0"
"5709",89.3037155669443,9,"f",1,"f","Manhattan","Private room",1,1,2,1,657.770212765957,125,75.4034656056957,3,1,93.293492250014,9.29721864681851,9.5729318258144,9.2965015393227,"0"
"5710",100,100,"t",3,"f","Manhattan","Entire home/apt",5,1,1,4,657.770212765957,173,105,2,31,97,10,9,9,"1"
"5712",89.3037155669443,100,"f",1,"t","Brooklyn","Private room",2,1,1,1,657.770212765957,55,50,2,11,94,10,9,9,"0"
"5713",100,97,"t",4,"t","Manhattan","Entire home/apt",2,1,1,1,657.770212765957,135,100,3,26,96,10,9,9,"0"
"5714",89.3037155669443,67,"f",1,"f","Queens","Private room",2,1,1,0,657.770212765957,75,45,2,4,88,9,9,8,"0"
"5715",100,100,"f",5,"f","Brooklyn","Entire home/apt",2,1,0,1,657.770212765957,100,80,30,4,100,10,10,10,"0"
"5716",0,69,"f",1,"f","Brooklyn","Private room",4,1,1,2,657.770212765957,95,0,3,5,100,10,10,10,"0"
"5717",100,100,"t",2,"t","Manhattan","Entire home/apt",6,1,2,4,657.770212765957,175,150,4,31,94,9,9,9,"0"
"5718",100,84,"f",1,"f","Queens","Private room",4,1.5,1,1.70128774422735,657.770212765957,90,29,3,8,88,9,9,9,"0"
"5719",100,99,"t",7,"f","Brooklyn","Entire home/apt",6,1.5,2,3,657.770212765957,150,110,3,19,96,10,9,10,"1"
"5720",100,99,"f",5,"f","Manhattan","Private room",2,1,1,1,657.770212765957,300,5,1,34,85,9,10,9,"1"
"5722",89.3037155669443,84,"t",1,"f","Brooklyn","Entire home/apt",3,1,1,1,657.770212765957,90,75.4034656056957,5,17,97,10,9,10,"0"
"5723",100,100,"f",1,"t","Bronx","Entire home/apt",2,1,1,1,657.770212765957,40,45,4,8,95,10,9,9,"0"
"5724",100,92,"f",2,"f","Queens","Private room",1,1.5,1,1,657.770212765957,54,150,30,5,90,9,9,9,"1"
"5726",100,99,"f",5,"f","Manhattan","Private room",2,1,1,1,657.770212765957,109,5,1,43,86,9,10,9,"0"
"5727",100,99,"f",5,"f","Manhattan","Private room",2,1,1,1,657.770212765957,80,5,1,34,84,8,10,8,"0"
"5728",89.3037155669443,97,"f",2,"f","Brooklyn","Entire home/apt",5,2,2,3,657.770212765957,119,99,3,4,85,8,9,9,"0"
"5729",89.3037155669443,50,"f",1,"t","Manhattan","Entire home/apt",4,1,1,2,657.770212765957,375,250,5,2,98,10,10,10,"0"
"5730",89.3037155669443,67,"f",1,"t","Manhattan","Entire home/apt",2,1,1,1,657.770212765957,95,50,30,3,100,10,10,10,"1"
"5731",89.3037155669443,52,"t",7,"t","Brooklyn","Private room",1,1,1,1,657.770212765957,68,75,2,1,95,10,9,9,"0"
"5733",100,100,"f",2,"t","Manhattan","Private room",2,1,1,1,657.770212765957,90,25,2,25,96,9,10,9,"0"
"5734",80,56,"f",2,"f","Staten Island","Entire home/apt",4,1,1,3,657.770212765957,185,100,1,0,82,8,9,8,"0"
"5735",89.3037155669443,89,"f",1,"f","Queens","Private room",2,1,1,1,657.770212765957,80,10,5,6,94,10,10,10,"0"
"5736",89.3037155669443,85,"f",3,"t","Manhattan","Private room",2,1,1,1,657.770212765957,120,95,4,3,100,10,10,9,"1"
"5737",100,83,"t",1,"t","Manhattan","Private room",1,1,2,1,657.770212765957,80,75.4034656056957,1,26,96,9,10,10,"0"
"5738",75,98,"f",16,"f","Manhattan","Private room",2,4,1,1,657.770212765957,83,0,30,1,80,9,9,9,"0"
"5739",75,98,"f",16,"f","Manhattan","Private room",2,4,1,1,657.770212765957,83,0,30,1,90,10,10,10,"0"
"5740",75,98,"f",16,"f","Manhattan","Private room",2,4,1,1,657.770212765957,85,0,30,1,96,10,10,9,"0"
"5741",75,98,"f",16,"f","Manhattan","Private room",2,4,1,1,657.770212765957,83,0,30,0,88,9,9,8,"0"
"5742",89.3037155669443,100,"f",1,"f","Brooklyn","Entire home/apt",5,1,2,5,657.770212765957,105,110,3,22,95,10,9,10,"0"
"5743",50,88,"f",2,"f","Brooklyn","Private room",1,1,1,1,657.770212765957,69,39,14,2,94,8,9,9,"0"
"5744",89.3037155669443,93,"f",1,"f","Brooklyn","Entire home/apt",6,2,3,3,657.770212765957,250,120,1,28,95,9,9,9,"1"
"5746",100,81.0127222784444,"f",1,"t","Manhattan","Private room",2,1,1,1,657.770212765957,33,75.4034656056957,60,0,93.293492250014,9.29721864681851,9.5729318258144,9.2965015393227,"0"
"5747",50,97,"t",1,"f","Manhattan","Private room",2,1,1,1,657.770212765957,52,50,1,19,95,10,9,10,"0"
"5748",89.3037155669443,56,"f",1,"t","Brooklyn","Private room",2,1,1,1,657.770212765957,45,15,2,4,89,9,10,9,"0"
"5749",100,100,"f",3,"t","Brooklyn","Entire home/apt",3,1,1,1,657.770212765957,80,0,3,24,92,9,9,9,"1"
"5750",100,89,"t",1,"f","Bronx","Entire home/apt",6,1.5,2,4,657.770212765957,150,100,1,7,99,10,9,10,"0"
"5751",75,98,"f",16,"f","Manhattan","Private room",1,4,1,1,657.770212765957,67,0,30,2,85,9,10,9,"1"
"5752",89.3037155669443,71,"f",3,"f","Brooklyn","Private room",2,1,1,1,657.770212765957,52,75.4034656056957,6,2,95,9,10,10,"0"
"5753",75,98,"f",16,"f","Manhattan","Private room",2,4,1,1,657.770212765957,83,0,30,0,100,10,10,10,"0"
"5754",89.3037155669443,20,"f",1,"t","Manhattan","Entire home/apt",4,1,1,1,657.770212765957,350,90,1,0,94,8,10,9,"0"
"5755",100,99,"t",4,"f","Brooklyn","Entire home/apt",2,1,1,2,657.770212765957,125,95,7,18,99,10,9,9,"0"
"5756",100,83,"f",1,"f","Brooklyn","Private room",1,1,1,1,657.770212765957,30,40,3,3,86,8,9,9,"0"
"5757",100,94,"f",1,"f","Manhattan","Private room",2,1,1,1,657.770212765957,89,75.4034656056957,3,50,93,9,10,9,"0"
"5758",89.3037155669443,83,"f",1,"f","Brooklyn","Private room",2,1,1,1,657.770212765957,69,75.4034656056957,3,7,95,9,10,10,"0"
"5759",100,94,"t",2,"f","Bronx","Private room",2,1,1,1,657.770212765957,50,20,5,7,94,10,10,10,"1"
"5760",100,77,"f",15,"f","Manhattan","Private room",3,1,1,2,657.770212765957,55,30,2,1,76,9,9,8,"0"
"5761",100,77,"f",15,"f","Manhattan","Private room",3,1,1,3,657.770212765957,55,30,1,0,90,9,8,9,"0"
"5762",100,77,"f",15,"f","Manhattan","Private room",4,1,1,2,657.770212765957,59,30,1,3,93,9,10,9,"0"
"5763",100,75,"t",4,"f","Manhattan","Entire home/apt",4,1,2,2,657.770212765957,200,175,30,0,100,10,10,10,"0"
"5764",89.3037155669443,67,"f",2,"t","Manhattan","Private room",1,1,1,1,657.770212765957,78,50,30,0,100,10,10,10,"0"
"5765",89.3037155669443,81.0127222784444,"f",1,"f","Brooklyn","Entire home/apt",4,1,1,1,657.770212765957,150,20,3,0,93.293492250014,9.29721864681851,9.5729318258144,9.2965015393227,"0"
"5766",89.3037155669443,92,"f",0,"f","Brooklyn","Entire home/apt",2,1,0,1,657.770212765957,120,55,4,5,89,9,9,9,"0"
"5767",90,23,"f",2,"f","Manhattan","Private room",1,1,2,1,657.770212765957,69,70,8,4,100,10,10,10,"1"
"5768",89.3037155669443,80,"t",2,"f","Manhattan","Private room",4,1,2,2,657.770212765957,250,100,14,11,99,10,10,10,"0"
"5770",100,77,"f",15,"f","Manhattan","Private room",2,1,1,3,657.770212765957,59,30,1,1,70,8,10,6,"0"
"5771",100,77,"f",15,"f","Manhattan","Private room",4,1,1,2,657.770212765957,55,30,1,1,80,10,10,10,"0"
"5772",100,77,"f",15,"f","Manhattan","Private room",4,1,1,2,657.770212765957,59,30,1,2,93,9,10,10,"0"
"5773",100,100,"f",1,"f","Brooklyn","Private room",2,2.5,2,1,657.770212765957,68,40,1,10,98,10,9,9,"0"
"5774",100,100,"t",1,"t","Brooklyn","Entire home/apt",6,1,1,2,925,135,50,4,7,98,10,9,10,"0"
"5775",100,90,"f",14,"t","Brooklyn","Entire home/apt",4,1.5,1,1,657.770212765957,125,75,1,33,95,9,10,10,"1"
"5776",100,100,"f",6,"t","Brooklyn","Private room",2,1.5,1,1,657.770212765957,59,60,3,20,94,9,10,9,"0"
"5778",100,88,"f",1,"f","Manhattan","Private room",2,1,1,1,657.770212765957,69,0,3,15,92,10,9,9,"0"
"5779",89.3037155669443,50,"f",1,"t","Manhattan","Entire home/apt",2,1,1,1,657.770212765957,110,0,20,1,90,9,9,9,"0"
"5781",90,100,"t",2,"f","Brooklyn","Entire home/apt",3,1,1,3,657.770212765957,69,50,2,43,97,10,10,10,"1"
"5782",50,90,"f",1,"f","Manhattan","Entire home/apt",4,1,1,2,657.770212765957,110,100,7,13,95,10,10,10,"0"
"5783",100,67,"f",1,"t","Brooklyn","Entire home/apt",4,1,2,1,657.770212765957,275,100,2,4,100,10,10,9,"0"
"5784",56,45,"f",2,"t","Brooklyn","Private room",2,1,2,0,657.770212765957,38,30,1,8,98,9,10,10,"0"
"5785",40,100,"t",1,"t","Manhattan","Entire home/apt",2,1,0,1,657.770212765957,169,120,7,26,99,10,10,10,"0"
"5786",100,55,"t",1,"f","Manhattan","Entire home/apt",1,1,1,1,657.770212765957,139,75,1,8,100,10,10,10,"1"
"5787",89.3037155669443,58,"f",1,"t","Manhattan","Entire home/apt",4,1,2,2,657.770212765957,210,200,6,6,93,9,10,9,"0"
"5788",100,87,"f",2,"f","Brooklyn","Private room",2,1,1,1,657.770212765957,60,10,1,7,91,10,8,9,"0"
"5789",100,79,"f",2,"f","Manhattan","Private room",2,1,1,1,657.770212765957,55,70,5,6,96,9,10,10,"0"
"5790",89.3037155669443,50,"f",1,"f","Brooklyn","Entire home/apt",2,1,1,2,1200,100,100,30,1,97,10,10,10,"0"
"5791",100,73,"t",2,"t","Manhattan","Private room",2,1,1,1,657.770212765957,110,100,1,37,91,10,10,10,"0"
"5792",89.3037155669443,50,"f",1,"f","Manhattan","Private room",1,1,1,1,657.770212765957,130,30,2,5,97,9,10,9,"1"
"5793",92,100,"f",3,"f","Manhattan","Private room",2,1,1,1,657.770212765957,110,10,1,67,91,9,10,9,"1"
"5795",50,100,"f",1,"f","Brooklyn","Entire home/apt",10,1,3,6,657.770212765957,150,125,3,2,95,9,10,9,"0"
"5796",67,100,"f",3,"t","Brooklyn","Entire home/apt",3,1,1,3,657.770212765957,125,85,7,0,92,10,8,9,"0"
"5797",100,95,"t",6,"f","Manhattan","Entire home/apt",5,1.5,3,3,657.770212765957,179,150,30,0,67,9,9,7,"0"
"5798",89.3037155669443,50,"f",1,"f","Brooklyn","Private room",2,1,1,2,657.770212765957,60,75.4034656056957,1,5,92,8,10,10,"0"
"5800",89.3037155669443,81.0127222784444,"f",1,"t","Queens","Private room",2,1,1,1,657.770212765957,78,5,2,0,96,10,10,9,"0"
"5801",100,81.0127222784444,"f",1,"f","Queens","Entire home/apt",4,1.5,2,2,657.770212765957,150,75.4034656056957,21,0,93.293492250014,9.29721864681851,9.5729318258144,9.2965015393227,"0"
"5802",100,90,"f",2,"f","Queens","Private room",1,0,1,1,657.770212765957,55,20,2,5,93,9,10,10,"0"
"5803",89.3037155669443,81.0127222784444,"f",3,"f","Queens","Entire home/apt",2,1,1,2,657.770212765957,129,30,4,0,82,8,9,8,"0"
"5804",100,82,"t",27,"f","Manhattan","Entire home/apt",2,1,0,2,657.770212765957,99,0,30,3,97,10,10,10,"1"
"5805",100,99,"f",3,"t","Queens","Private room",2,1,1,1,657.770212765957,89,40,30,25,94,9,9,9,"1"
"5806",100,93,"t",1,"t","Brooklyn","Entire home/apt",4,1,0,1,657.770212765957,98,115,3,30,96,10,9,10,"1"
"5807",89.3037155669443,100,"t",4,"t","Brooklyn","Private room",1,1,1,1,657.770212765957,35,0,10,0,100,10,10,10,"0"
"5808",60,98,"f",0,"f","Manhattan","Entire home/apt",5,1,1,1,657.770212765957,220,110,4,26,80,9,10,8,"0"
"5809",89.3037155669443,100,"f",1,"f","Brooklyn","Private room",2,1,1,1,657.770212765957,50,25,6,1,91,9,9,10,"0"
"5810",100,94,"f",1,"f","Brooklyn","Entire home/apt",3,1,1,1,657.770212765957,128,100,5,26,93,9,10,10,"1"
"5811",100,40,"f",1,"t","Bronx","Entire home/apt",6,2.5,3,6,657.770212765957,265,150,7,3,100,10,9,9,"0"
"5812",89.3037155669443,100,"f",1,"f","Brooklyn","Private room",2,1,1,1,657.770212765957,50,75.4034656056957,2,3,91,9,9,9,"0"
"5814",89.3037155669443,17,"f",2,"t","Brooklyn","Private room",2,1,2,1,0,75,82,3,1,100,10,10,10,"0"
"5815",89.3037155669443,100,"f",1,"f","Brooklyn","Private room",2,1,1,1,657.770212765957,70,75.4034656056957,2,7,94,10,8,9,"0"
"5817",100,100,"t",7,"f","Queens","Entire home/apt",3,1,1,2,657.770212765957,150,30,2,37,99,10,10,10,"1"
"5818",83,100,"f",2,"t","Brooklyn","Entire home/apt",2,0.5,1,1,657.770212765957,57,10,3,31,95,9,9,10,"1"
"5819",89.3037155669443,61,"f",1,"f","Queens","Entire home/apt",2,1,1,1,657.770212765957,175,30,1,5,96,9,9,9,"0"
"5820",100,97,"t",1,"f","Queens","Entire home/apt",8,2.5,4,4,657.770212765957,200,100,2,22,98,10,10,10,"0"
"5821",89.3037155669443,64,"f",2,"f","Queens","Private room",2,1,1,1,657.770212765957,65,35,2,4,100,10,9,10,"0"
"5823",89.3037155669443,90,"f",2,"f","Manhattan","Private room",1,1,1,1,657.770212765957,90,75.4034656056957,2,2,89,9,10,9,"0"
"5824",20,81,"f",3,"f","Brooklyn","Private room",5,1,2,2,657.770212765957,169,35,1,0,90,9,10,10,"0"
"5825",100,100,"t",1,"f","Queens","Private room",2,1,1,1,657.770212765957,65,25,2,7,99,10,10,10,"0"
"5826",89.3037155669443,100,"f",2,"f","Brooklyn","Private room",3,1,1,1,657.770212765957,65,20,3,15,97,10,10,10,"0"
"5827",100,75,"t",1,"t","Manhattan","Entire home/apt",2,1,1,1,657.770212765957,150,300,30,1,93,9,10,9,"0"
"5828",100,0,"f",1,"t","Manhattan","Private room",2,1,1,1,657.770212765957,110,15,1,0,98,9,10,10,"0"
"5829",89.3037155669443,100,"t",1,"t","Bronx","Entire home/apt",3,1,0,2,657.770212765957,95,25,3,24,97,10,10,10,"0"
"5830",100,93,"f",2,"f","Manhattan","Entire home/apt",2,1,0,1,657.770212765957,125,125,3,27,94,9,8,9,"0"
"5831",100,93,"f",1,"f","Queens","Entire home/apt",5,1,1,3,657.770212765957,125,75,3,32,91,9,10,9,"1"
"5832",89.3037155669443,97,"t",1,"f","Manhattan","Entire home/apt",2,1,1,1,657.770212765957,125,95,4,28,98,10,10,10,"1"
"5833",100,82,"t",1,"f","Bronx","Entire home/apt",6,1,3,4,657.770212765957,119,50,3,8,94,9,10,10,"0"
"5834",100,100,"t",7,"f","Manhattan","Entire home/apt",2,1,0,1,657.770212765957,185,260,30,3,100,10,10,10,"1"
"5835",100,0,"f",1,"t","Brooklyn","Entire home/apt",2,1,1,2,657.770212765957,150,100,30,0,100,10,10,10,"0"
"5836",89.3037155669443,23,"f",1,"t","Brooklyn","Entire home/apt",3,1,1,1,657.770212765957,99,20,2,7,96,8,9,9,"0"
"5837",100,75,"t",4,"f","Manhattan","Entire home/apt",4,1,1,1,657.770212765957,125,150,30,2,100,10,9,8,"1"
"5838",100,63,"f",2,"t","Brooklyn","Private room",1,1,1,1,657.770212765957,40,75.4034656056957,7,1,80,8,9,8,"0"
"5839",100,96,"f",1,"t","Manhattan","Entire home/apt",4,1,1,1,657.770212765957,220,100,2,25,94,9,10,9,"0"
"5840",90,99,"f",137,"f","Manhattan","Entire home/apt",8,2.5,3,3,657.770212765957,350,250,31,2,100,10,10,9,"0"
"5841",90,99,"f",137,"f","Manhattan","Entire home/apt",8,2,3,3,657.770212765957,300,250,31,0,20,6,10,4,"0"
"5842",90,99,"f",137,"f","Manhattan","Entire home/apt",3,1,1,2,657.770212765957,135,150,30,0,60,10,8,6,"0"
"5843",100,99,"t",7,"t","Brooklyn","Entire home/apt",4,1,1,2,657.770212765957,108,120,30,51,94,9,9,9,"1"
"5844",100,100,"f",0,"f","Brooklyn","Private room",2,1,1,1,657.770212765957,50,50,7,1,90,8,10,10,"1"
"5845",80,35,"f",23,"t","Brooklyn","Private room",4,1.5,1,1,657.770212765957,55,50,1,0,100,10,10,10,"0"
"5846",100,100,"t",6,"f","Queens","Private room",4,1,1,4,657.770212765957,35,15,2,54,96,10,10,10,"1"
"5847",89.3037155669443,81.0127222784444,"f",1,"f","Queens","Private room",2,1,1,1,657.770212765957,80,150,2,0,100,10,10,10,"0"
"5849",89.3037155669443,70,"f",1,"f","Queens","Private room",2,1,1,1,657.770212765957,68,40,1,19,93,9,10,9,"0"
"5850",89.3037155669443,73,"t",1,"t","Manhattan","Entire home/apt",3,1,1,1,657.770212765957,186,90,3,11,96,10,10,10,"0"
"5851",50,81.0127222784444,"f",1,"f","Manhattan","Private room",1,1,1,1,657.770212765957,65,50,5,0,100,10,10,10,"0"
"5852",75,70,"f",2,"t","Brooklyn","Entire home/apt",2,1,1,1,657.770212765957,125,100,30,3,100,9,10,10,"1"
"5853",65,89,"t",1,"f","Brooklyn","Entire home/apt",4,1,1,1,657.770212765957,93,50,1,64,96,10,9,10,"1"
"5854",83,76,"t",3,"t","Brooklyn","Entire home/apt",2,1,1,1,657.770212765957,130,35,2,34,98,10,9,10,"1"
"5855",100,98,"f",1,"t","Brooklyn","Entire home/apt",4,1,2,2,657.770212765957,65,100,2,37,94,9,8,9,"1"
"5856",75,98,"f",16,"f","Manhattan","Private room",1,4,1,1,657.770212765957,67,0,30,2,80,10,10,8,"0"
"5857",100,96,"t",2,"t","Brooklyn","Entire home/apt",5,1,2,4,657.770212765957,119,81,3,51,98,10,9,10,"1"
"5858",89.3037155669443,100,"t",1,"t","Brooklyn","Entire home/apt",5,1,1,3,657.770212765957,99,99,3,10,98,9,10,10,"0"
"5859",100,76,"t",1,"f","Brooklyn","Private room",2,1,1,1,657.770212765957,94,50,2,33,97,10,10,10,"0"
"5860",100,100,"f",18,"f","Brooklyn","Private room",1,1,1,1,657.770212765957,80,60,7,0,90,10,10,10,"0"
"5861",100,100,"f",18,"f","Brooklyn","Private room",1,1,1,1,657.770212765957,80,60,7,1,100,10,8,10,"0"
"5862",89.3037155669443,92,"f",1,"t","Manhattan","Entire home/apt",3,1,1,2,657.770212765957,150,75,2,7,91,9,10,9,"0"
"5863",89.3037155669443,30,"f",1,"f","Manhattan","Entire home/apt",2,1,1,2,657.770212765957,135,60,4,2,95,9,10,9,"0"
"5864",90,98,"f",2,"f","Manhattan","Shared room",1,1,1,1,657.770212765957,29,13,1,23,86,8,9,9,"1"
"5865",89.3037155669443,55,"f",2,"f","Manhattan","Entire home/apt",4,1,1,2,657.770212765957,329,110,5,3,87,9,9,9,"0"
"5866",100,87,"f",2,"f","Brooklyn","Private room",2,1,1,1,657.770212765957,70,10,1,9,96,10,9,9,"0"
"5867",89.3037155669443,55,"f",2,"f","Manhattan","Entire home/apt",4,1,1,2,657.770212765957,365,135,5,0,84,8,10,8,"0"
"5868",89.3037155669443,71,"f",3,"t","Manhattan","Entire home/apt",2,1,1,1,657.770212765957,125,140,28,1,98,10,9,10,"0"
"5869",100,77,"f",3,"f","Brooklyn","Private room",1,1.5,1,1,657.770212765957,119,40,5,7,98,10,9,10,"0"
"5870",100,77,"f",3,"f","Brooklyn","Private room",2,1.5,1,2,657.770212765957,129,50,5,11,99,10,9,10,"0"
"5871",100,96,"f",7,"t","Brooklyn","Private room",1,1,1,0,657.770212765957,40,50,7,3,100,9,10,10,"0"
"5872",89.3037155669443,97,"t",2,"f","Queens","Entire home/apt",7,2,3,6,657.770212765957,289,125,4,19,96,10,10,10,"0"
"5873",89.3037155669443,0,"f",1,"f","Manhattan","Entire home/apt",2,1.5,1,1,657.770212765957,225,125,2,1,100,10,10,9,"0"
"5874",89.3037155669443,82,"t",2,"f","Bronx","Private room",4,1,2,2,657.770212765957,120,75.4034656056957,5,8,96,10,9,10,"0"
"5875",89.3037155669443,20,"f",1,"t","Manhattan","Entire home/apt",3,1,0,3,657.770212765957,225,55,2,0,87,7,10,9,"0"
"5877",100,100,"f",1,"t","Queens","Entire home/apt",4,1,1,2,657.770212765957,90,85,4,29,96,10,9,9,"1"
"5878",100,100,"f",7,"f","Queens","Entire home/apt",8,1.5,2,4,657.770212765957,257,70,2,87,94,9,10,9,"1"
"5879",100,100,"t",3,"t","Brooklyn","Entire home/apt",3,1,0,1,657.770212765957,95,75,4,35,92,9,9,9,"0"
"5880",89.3037155669443,100,"f",1,"t","Manhattan","Private room",2,1,1,1,657.770212765957,70,60,1,7,100,10,9,9,"0"
"5881",100,91,"f",7,"f","Brooklyn","Private room",3,1,1,2,657.770212765957,70,40,1,34,93,9,10,9,"1"
"5882",100,91,"f",7,"f","Brooklyn","Private room",2,1,1,1,657.770212765957,55,30,1,42,88,9,9,9,"0"
"5883",100,33,"f",1,"f","Manhattan","Entire home/apt",2,1,1,1,657.770212765957,225,100,5,2,100,10,10,10,"0"
"5884",89.3037155669443,0,"f",1,"f","Queens","Private room",2,1,1,1,657.770212765957,49,100,4,0,95,10,10,10,"0"
"5886",100,100,"f",1,"t","Manhattan","Entire home/apt",3,1,1,1,657.770212765957,67,100,15,1,80,8,8,8,"0"
"5887",89.3037155669443,100,"t",1,"f","Brooklyn","Private room",2,1,0,1,657.770212765957,90,75,1,23,100,10,10,10,"0"
"5888",89.3037155669443,81.0127222784444,"f",4,"f","Manhattan","Private room",4,1,1,2,657.770212765957,150,75.4034656056957,30,0,90,10,10,9,"0"
"5889",100,100,"f",3,"t","Brooklyn","Private room",1,1,1,1,657.770212765957,45,30,2,7,83,7,8,8,"0"
"5890",50,84,"f",5,"t","Queens","Private room",3,1,1,1,657.770212765957,70,20,2,0,84,9,7,8,"0"
"5891",100,100,"f",2,"f","Bronx","Private room",3,1,1,1,657.770212765957,37,14,4,0,91,9,10,10,"0"
"5892",100,96,"f",2,"f","Brooklyn","Entire home/apt",5,1,2,3,850,199,70,7,20,92,9,10,9,"0"
"5893",89.3037155669443,99,"f",2,"t","Manhattan","Private room",2,1,1,1,657.770212765957,95,60,1,35,93,9,10,9,"0"
"5894",100,100,"t",1,"t","Bronx","Private room",2,1,1,1,657.770212765957,80,30,5,5,98,10,10,10,"0"
"5895",100,92,"f",2,"t","Brooklyn","Entire home/apt",6,1,2,2,657.770212765957,148,100,30,21,91,9,9,9,"1"
"5896",100,95,"f",2,"f","Queens","Entire home/apt",6,1,3,3,657.770212765957,106,98,4,33,93,10,9,9,"0"
"5897",100,100,"t",2,"f","Brooklyn","Private room",2,1,1,1,657.770212765957,50,0,2,24,97,9,10,10,"0"
"5898",100,100,"f",0,"f","Brooklyn","Entire home/apt",4,1,2,5,657.770212765957,120,70,4,45,83,8,9,9,"0"
"5899",90,97,"f",3,"t","Manhattan","Entire home/apt",2,1,1,1,657.770212765957,160,90,3,23,95,9,9,9,"1"
"5900",100,64,"f",3,"t","Brooklyn","Entire home/apt",3,1,2,0,657.770212765957,175,80,2,27,94,10,10,10,"0"
"5901",70,86,"f",5,"t","Bronx","Entire home/apt",12,2,3,3,657.770212765957,250,135,2,4,91,8,9,9,"0"
"5902",89.3037155669443,81.0127222784444,"f",1,"t","Manhattan","Private room",3,1,1,2,657.770212765957,270,80,5,1,100,10,10,9,"0"
"5903",89.3037155669443,60,"t",1,"f","Manhattan","Entire home/apt",1,1,0,0,657.770212765957,200,75.4034656056957,3,5,95,10,10,9,"0"
"5904",100,100,"f",52,"t","Brooklyn","Entire home/apt",3,1,0,0,657.770212765957,129,75.4034656056957,30,3,87,10,9,8,"0"
"5905",100,100,"f",2,"f","Brooklyn","Entire home/apt",4,1,1,2,657.770212765957,110,10,2,10,98,10,9,10,"1"
"5906",100,99,"t",3,"f","Brooklyn","Private room",2,1,1,1,657.770212765957,40,75.4034656056957,3,36,98,10,9,10,"0"
"5907",89.3037155669443,81.0127222784444,"f",1,"t","Manhattan","Private room",4,1,1,1,657.770212765957,75,100,1,0,93.293492250014,9.29721864681851,9.5729318258144,9.2965015393227,"0"
"5908",89.3037155669443,81.0127222784444,"f",1,"f","Queens","Shared room",1,1,1,1,657.770212765957,1250,75.4034656056957,1,0,93.293492250014,9.29721864681851,9.5729318258144,9.2965015393227,"0"
"5909",100,92,"t",4,"t","Queens","Private room",2,1,1,1,657.770212765957,40,30,1,0,100,10,9,10,"0"
"5910",100,45,"f",4,"t","Manhattan","Private room",1,1,1,1,657.770212765957,50,15,20,4,94,9,9,9,"1"
"5911",89.3037155669443,50,"f",4,"f","Manhattan","Shared room",1,1.5,1,1,657.770212765957,41,15,180,0,80,8,10,7,"0"
"5912",100,97,"f",1,"f","Brooklyn","Private room",2,1,1,1,657.770212765957,70,50,1,12,93,9,9,9,"1"
"5914",100,92,"t",1,"t","Brooklyn","Private room",1,1,1,1,657.770212765957,75,15,2,19,99,10,10,10,"0"
"5916",90,100,"f",0,"t","Manhattan","Entire home/apt",4,1,1,2,657.770212765957,150,110,4,21,83,9,10,9,"0"
"5917",100,96,"t",1,"f","Manhattan","Private room",3,1,1,1,657.770212765957,115,40,3,27,98,10,10,10,"1"
