"","host_response_rate","host_acceptance_rate","host_is_superhost","host_listings_count","host_identity_verified","neighbourhood_group_cleansed","room_type","accommodates","bathrooms","bedrooms","beds","square_feet","price","cleaning_fee","minimum_nights","number_of_reviews_ltm","review_scores_rating","review_scores_cleanliness","review_scores_location","review_scores_value","Post_20_reviews"
"6908",89.3037155669443,100,"f",2,"f","Manhattan","Private room",2,1,1,1,657.770212765957,50,10,1,6,90,8,9,9,"0"
"6909",26,88,"f",2,"f","Brooklyn","Entire home/apt",7,1,3,4,657.770212765957,215,120,2,34,92,9,10,9,"1"
"6910",67,47,"f",1,"f","Manhattan","Entire home/apt",7,1,2,4,657.770212765957,109,60,1,30,82,8,10,9,"0"
"6911",89.3037155669443,42,"f",1,"t","Brooklyn","Private room",2,1,1,1,657.770212765957,89,75.4034656056957,14,1,98,10,10,10,"0"
"6912",100,100,"f",2,"f","Brooklyn","Entire home/apt",4,1,2,2,657.770212765957,140,100,2,33,92,9,10,9,"0"
"6913",100,98,"f",1,"t","Brooklyn","Entire home/apt",5,1,2,2,780,170,75,2,24,90,9,9,9,"1"
"6914",100,71,"f",1,"t","Brooklyn","Private room",1,1,1,1,150,65,20,31,17,97,10,10,10,"0"
"6915",100,98,"t",1,"f","Brooklyn","Entire home/apt",6,1.5,3,4,657.770212765957,135,0,2,44,96,10,9,10,"1"
"6916",89.3037155669443,98,"t",1,"t","Manhattan","Private room",1,1,1,1,657.770212765957,75,75.4034656056957,2,32,96,10,10,10,"1"
"6917",100,100,"t",1,"f","Brooklyn","Entire home/apt",8,2.5,4,5,657.770212765957,500,200,3,22,99,10,10,10,"0"
"6918",89.3037155669443,96,"t",1,"f","Manhattan","Entire home/apt",5,1,2,2,657.770212765957,200,65,1,43,95,9,10,9,"0"
"6919",89.3037155669443,81.0127222784444,"f",1,"t","Brooklyn","Private room",3,1,0,1,657.770212765957,150,75,3,0,100,10,10,10,"0"
"6920",100,37,"f",3,"t","Manhattan","Entire home/apt",4,2,2,2,657.770212765957,495,125,7,2,99,10,9,10,"0"
"6921",89.3037155669443,93,"t",1,"t","Manhattan","Entire home/apt",4,1,0,0,657.770212765957,185,68,30,16,99,10,10,9,"0"
"6922",89.3037155669443,81.0127222784444,"f",1,"f","Manhattan","Entire home/apt",4,1,2,2,657.770212765957,150,150,30,1,100,10,8,10,"0"
"6923",100,100,"f",49,"f","Manhattan","Private room",2,1,1,1,657.770212765957,99,30,1,6,70,8,10,8,"0"
"6924",89.3037155669443,81.0127222784444,"f",0,"f","Manhattan","Entire home/apt",4,1,1,2,657.770212765957,150,0,21,0,93.293492250014,9.29721864681851,9.5729318258144,9.2965015393227,"0"
"6925",78,92,"f",1,"f","Bronx","Entire home/apt",2,1,1,1,657.770212765957,150,0,1,47,94,10,9,9,"1"
"6926",90,92,"t",1,"t","Brooklyn","Entire home/apt",2,1,1,1,657.770212765957,200,100,30,10,99,10,10,10,"1"
"6927",100,75,"f",3,"f","Brooklyn","Entire home/apt",2,1,1,1,657.770212765957,99,150,30,2,96,9,10,9,"0"
"6928",90,86,"t",5,"t","Manhattan","Private room",2,2,1,1,657.770212765957,100,40,1,12,95,9,10,9,"0"
"6929",100,100,"f",3,"f","Brooklyn","Private room",3,1,1,4,657.770212765957,49,55,2,5,96,9,9,10,"0"
"6930",100,96,"f",5,"f","Staten Island","Entire home/apt",8,1,2,3,657.770212765957,161,57,1,8,80,9,9,8,"1"
"6931",89,100,"f",1,"f","Queens","Entire home/apt",4,1,1,2,657.770212765957,90,100,3,28,94,9,10,9,"1"
"6932",100,100,"t",3,"t","Manhattan","Private room",2,1,1,1,657.770212765957,104,50,3,44,97,10,10,9,"1"
"6933",100,88,"f",6,"f","Manhattan","Private room",3,1,1,1,657.770212765957,82,25,1,55,87,8,10,9,"1"
"6934",100,100,"f",49,"f","Manhattan","Private room",2,1,1,1,657.770212765957,99,30,1,3,67,7,9,7,"0"
"6935",100,100,"f",49,"f","Manhattan","Private room",2,1,1,1,657.770212765957,99,30,1,2,70,7,9,6,"0"
"6936",100,96,"t",3,"f","Queens","Entire home/apt",2,1,1,1,657.770212765957,25,60,14,9,97,10,10,10,"1"
"6938",89.3037155669443,100,"t",1,"t","Brooklyn","Entire home/apt",2,1,1,1,657.770212765957,295,50,3,7,98,10,10,9,"0"
"6939",89.3037155669443,38,"f",2,"f","Queens","Entire home/apt",8,2.5,3,5,657.770212765957,400,250,3,1,90,9,10,10,"0"
"6940",100,97,"t",1,"f","Manhattan","Entire home/apt",2,1,1,1,657.770212765957,130,100,5,11,99,10,10,9,"1"
"6941",100,100,"f",4,"f","Manhattan","Private room",2,2,1,1,657.770212765957,97,75.4034656056957,2,40,82,8,10,8,"1"
"6942",100,100,"t",1,"f","Brooklyn","Entire home/apt",4,1,2,2,657.770212765957,200,200,30,6,100,10,10,10,"1"
"6943",100,100,"f",49,"f","Manhattan","Private room",2,1,1,1,657.770212765957,99,30,1,4,80,8,10,8,"0"
"6944",100,100,"f",49,"f","Manhattan","Private room",2,2,1,1,657.770212765957,99,30,1,8,80,8,9,8,"0"
"6945",89.3037155669443,54,"f",1,"f","Brooklyn","Private room",1,1,1,1,657.770212765957,90,60,2,3,100,10,10,9,"0"
"6946",100,100,"t",1,"f","Queens","Entire home/apt",4,2,2,2,657.770212765957,200,118,4,14,100,10,10,10,"1"
"6947",100,100,"f",1,"f","Manhattan","Private room",2,1,1,1,657.770212765957,100,60,2,23,95,10,10,9,"0"
"6948",89.3037155669443,100,"f",1,"t","Brooklyn","Entire home/apt",4,1.5,2,2,657.770212765957,250,150,6,1,97,10,10,9,"0"
"6949",100,46,"t",2,"t","Manhattan","Private room",2,1,1,1,657.770212765957,90,75,5,17,96,10,10,10,"0"
"6950",100,95,"t",4,"t","Brooklyn","Entire home/apt",2,1,2,2,657.770212765957,125,100,30,3,97,9,9,10,"1"
"6951",100,81.0127222784444,"f",1,"f","Brooklyn","Entire home/apt",2,1,1,1,657.770212765957,90,20,14,0,100,10,10,10,"0"
"6952",100,100,"f",2,"f","Queens","Entire home/apt",6,1,2,4,657.770212765957,149,150,3,6,95,10,10,10,"0"
"6954",100,94,"t",4,"t","Brooklyn","Private room",1,1,1,1,657.770212765957,88,35,2,5,100,10,10,10,"0"
"6955",89.3037155669443,81,"f",1,"f","Manhattan","Entire home/apt",3,1,2,2,657.770212765957,200,80,7,12,95,9,10,9,"0"
"6956",50,94,"f",7,"f","Brooklyn","Private room",1,2,1,1,657.770212765957,50,85,3,3,80,8,10,9,"0"
"6957",100,100,"t",1,"f","Brooklyn","Entire home/apt",6,2,3,5,657.770212765957,140,165,14,49,96,10,9,10,"1"
"6958",89.3037155669443,57,"f",1,"t","Manhattan","Entire home/apt",2,1,0,1,657.770212765957,275,150,3,1,100,10,10,10,"0"
"6959",100,100,"f",1,"f","Manhattan","Private room",2,1,2,2,657.770212765957,150,60,1,3,93,9,9,9,"0"
"6960",88,78,"f",1,"f","Manhattan","Entire home/apt",2,1.5,1,1,657.770212765957,153,200,21,4,96,10,9,9,"0"
"6961",89.3037155669443,81.0127222784444,"f",2,"f","Queens","Private room",2,1,1,1,657.770212765957,50,15,4,0,90,9,10,9,"0"
"6962",89.3037155669443,89,"f",3,"f","Brooklyn","Entire home/apt",3,1,1,1,657.770212765957,155,100,6,15,86,8,10,9,"0"
"6963",100,100,"t",1,"f","Brooklyn","Entire home/apt",4,1,0,2,657.770212765957,115,75,2,42,98,9,10,10,"0"
"6965",89.3037155669443,0,"f",1,"t","Brooklyn","Private room",2,1,1,1,657.770212765957,89,90,3,0,100,10,10,10,"0"
"6966",89.3037155669443,26,"f",1,"t","Manhattan","Private room",2,1,1,1,657.770212765957,70,25,5,2,100,10,10,10,"0"
"6967",83,92,"f",2,"t","Brooklyn","Entire home/apt",2,1,1,1,657.770212765957,69,24,18,28,94,9,10,9,"1"
"6968",100,92,"t",1,"t","Brooklyn","Private room",4,1,1,1,657.770212765957,74,45,1,36,96,10,10,10,"0"
"6969",100,73,"f",161,"f","Manhattan","Private room",1,1,1,1,657.770212765957,56,30,28,2,100,9,10,10,"1"
"6970",100,73,"f",161,"f","Manhattan","Private room",1,1,1,1,657.770212765957,52,30,28,3,96,9,10,10,"1"
"6971",100,99,"f",7,"f","Queens","Private room",2,1,1,1,657.770212765957,44,50,1,3,87,8,9,9,"0"
"6972",100,99,"f",7,"f","Queens","Private room",2,1,1,1,657.770212765957,41,50,1,13,89,9,9,9,"0"
"6975",89.3037155669443,86,"f",1,"f","Manhattan","Entire home/apt",2,1,2,1,657.770212765957,799,159,1,1,90,10,10,9,"0"
"6976",89.3037155669443,19,"f",1,"f","Manhattan","Entire home/apt",2,1,0,2,657.770212765957,160,100,3,6,96,9,10,9,"0"
"6977",89.3037155669443,0,"f",1,"t","Brooklyn","Private room",2,1,1,1,657.770212765957,95,20,2,0,96,8,10,10,"0"
"6978",100,50,"f",1,"t","Brooklyn","Entire home/apt",2,1,1,1,657.770212765957,100,55,14,6,98,10,10,10,"1"
"6979",89.3037155669443,82,"t",1,"t","Brooklyn","Private room",2,1,1,1,657.770212765957,75,20,7,39,98,10,10,10,"0"
"6980",60,83,"f",7,"f","Manhattan","Private room",1,1,1,1,657.770212765957,43,75.4034656056957,30,1,100,10,8,10,"0"
"6981",100,100,"f",49,"f","Manhattan","Private room",2,2,1,1,657.770212765957,150,30,7,6,91,9,10,9,"0"
"6982",100,100,"f",49,"f","Manhattan","Private room",2,2,1,1,657.770212765957,99,30,1,0,67,7,9,7,"0"
"6983",100,98,"f",1,"f","Manhattan","Entire home/apt",4,1,1,2,657.770212765957,250,60,4,31,90,8,10,9,"0"
"6984",100,100,"t",1,"t","Brooklyn","Entire home/apt",8,1,3,7,657.770212765957,300,165,1,38,96,10,9,10,"0"
"6985",100,14,"f",0,"t","Manhattan","Entire home/apt",4,1,0,1,657.770212765957,100,75.4034656056957,2,6,96,10,10,9,"0"
"6986",100,100,"f",49,"f","Manhattan","Private room",1,1,1,1,657.770212765957,150,30,7,0,78,8,10,8,"0"
"6987",100,84,"f",1,"f","Manhattan","Shared room",1,1,1,0,657.770212765957,60,0,1,27,96,10,10,10,"1"
"6988",100,100,"t",2,"f","Brooklyn","Private room",2,1,1,1,657.770212765957,70,10,1,49,97,9,10,10,"0"
"6989",89.3037155669443,43,"f",1,"f","Brooklyn","Private room",2,2,1,1,657.770212765957,425,90,5,4,100,10,10,10,"0"
"6990",89.3037155669443,97,"f",3,"f","Brooklyn","Private room",2,1,1,1,657.770212765957,50,75,4,6,96,10,9,9,"0"
"6991",100,100,"f",49,"f","Manhattan","Private room",2,2,1,1,657.770212765957,99,30,1,8,86,8,10,8,"0"
"6992",90,99,"f",4,"f","Brooklyn","Private room",2,1,1,1,657.770212765957,40,10,3,43,95,9,9,10,"1"
"6993",100,100,"f",49,"f","Manhattan","Private room",2,1,1,1,657.770212765957,62,30,7,3,78,8,10,8,"0"
"6994",50,94,"f",7,"f","Brooklyn","Private room",2,1.5,1,2,657.770212765957,50,95,3,0,87,7,7,7,"0"
"6995",89.3037155669443,50,"f",1,"f","Manhattan","Private room",1,1,1,1,657.770212765957,85,75.4034656056957,1,0,96,10,10,9,"0"
"6996",100,100,"t",2,"f","Brooklyn","Entire home/apt",6,2,2,3,657.770212765957,110,160,14,34,97,10,9,9,"1"
"6997",89.3037155669443,100,"f",1,"f","Manhattan","Shared room",1,1,1,1,657.770212765957,69,6,1,8,83,8,10,9,"0"
"6999",100,100,"f",49,"f","Manhattan","Private room",2,1,1,1,657.770212765957,99,30,1,12,83,9,10,9,"0"
"7000",100,100,"f",1,"f","Brooklyn","Private room",2,1,1,1,657.770212765957,45,15,2,30,94,9,9,9,"1"
"7001",89.3037155669443,81.0127222784444,"f",1,"t","Queens","Private room",2,1,1,1,657.770212765957,40,10,2,0,96,10,10,10,"0"
"7002",0,0,"f",2,"t","Brooklyn","Private room",1,1,1,1,657.770212765957,60,75.4034656056957,1,0,90,8,10,9,"0"
"7005",100,100,"f",49,"f","Manhattan","Private room",2,1,1,1,657.770212765957,125,30,1,13,78,8,9,8,"0"
"7006",50,91,"f",2,"t","Brooklyn","Entire home/apt",2,1,1,1,657.770212765957,170,50,2,11,93,9,10,9,"0"
"7007",100,100,"f",49,"f","Manhattan","Private room",2,2,1,1,657.770212765957,99,30,1,2,84,7,9,7,"0"
"7008",89.3037155669443,100,"f",2,"f","Brooklyn","Private room",2,1,1,1,657.770212765957,70,10,4,9,91,9,9,9,"0"
"7009",67,100,"f",3,"f","Manhattan","Private room",2,1,1,1,657.770212765957,100,75.4034656056957,1,36,92,9,10,9,"0"
"7010",67,100,"f",3,"f","Manhattan","Private room",2,1,1,1,657.770212765957,122,75.4034656056957,1,40,90,10,10,9,"0"
"7012",67,100,"f",3,"f","Manhattan","Private room",4,1,1,2,657.770212765957,90,0,1,35,88,10,9,9,"0"
"7013",100,98,"t",5,"t","Queens","Private room",1,1,1,1,657.770212765957,45,75.4034656056957,6,22,100,10,10,10,"1"
"7015",100,72,"f",1,"f","Manhattan","Entire home/apt",5,1,2,2,657.770212765957,275,25,2,6,85,8,10,8,"0"
"7016",100,85,"t",2,"f","Brooklyn","Private room",2,1.5,1,1,657.770212765957,75,5,1,4,91,8,10,9,"0"
"7017",89.3037155669443,100,"f",1,"t","Manhattan","Private room",2,1,1,1,657.770212765957,85,40,3,14,92,9,9,9,"0"
"7018",89.3037155669443,83,"f",0,"f","Manhattan","Entire home/apt",5,1.5,2,2,657.770212765957,180,100,7,2,100,10,10,10,"0"
"7020",100,73,"f",161,"f","Manhattan","Private room",1,1,1,1,657.770212765957,34,30,28,2,100,9,10,10,"1"
"7021",89.3037155669443,100,"t",1,"f","Manhattan","Entire home/apt",3,1,0,1,657.770212765957,115,100,30,17,97,10,10,9,"0"
"7022",89.3037155669443,57,"f",1,"f","Brooklyn","Private room",3,1,1,0,657.770212765957,45,20,7,2,93,9,9,9,"0"
"7023",100,61,"t",1,"f","Manhattan","Private room",1,1,1,1,657.770212765957,60,0,15,37,100,10,10,10,"0"
"7024",89.3037155669443,100,"f",0,"t","Manhattan","Private room",4,1,2,2,657.770212765957,295,100,5,1,80,10,10,8,"0"
"7025",100,77,"t",4,"t","Staten Island","Entire home/apt",10,1.5,3,4,657.770212765957,250,100,2,4,99,10,10,10,"1"
"7026",89.3037155669443,40,"f",1,"f","Bronx","Entire home/apt",2,1,1,1,657.770212765957,100,75.4034656056957,2,2,90,9,9,9,"0"
"7028",0,100,"f",2,"f","Queens","Entire home/apt",4,1,2,4,657.770212765957,100,100,30,7,92,9,10,9,"0"
"7029",90,99,"f",4,"f","Brooklyn","Private room",2,1,1,1,657.770212765957,40,10,3,33,93,9,9,9,"0"
"7030",89.3037155669443,81.0127222784444,"f",0,"f","Manhattan","Entire home/apt",5,1,1,2,657.770212765957,200,50,5,0,93,7,9,9,"0"
"7031",100,98,"f",5,"t","Brooklyn","Entire home/apt",6,1,3,6,657.770212765957,90,50,2,23,88,9,9,9,"1"
"7032",100,94,"f",1,"t","Brooklyn","Private room",1,1,1,1,657.770212765957,60,150,30,2,97,9,10,10,"0"
"7033",89.3037155669443,100,"f",1,"f","Brooklyn","Entire home/apt",6,2.5,3,4,657.770212765957,300,100,3,19,91,9,9,9,"0"
"7034",100,73,"f",161,"f","Manhattan","Private room",1,1,1,1,657.770212765957,52,30,28,1,60,6,10,8,"0"
"7035",80,50,"f",1,"t","Brooklyn","Entire home/apt",4,1,1,2,657.770212765957,250,100,14,3,100,10,10,10,"0"
"7036",89.3037155669443,33,"f",1,"t","Brooklyn","Entire home/apt",4,3,3,3,657.770212765957,250,250,4,1,93.293492250014,9.29721864681851,9.5729318258144,9.2965015393227,"0"
"7037",33,63,"t",2,"t","Brooklyn","Entire home/apt",6,1,2,2,657.770212765957,144,75,2,0,90,10,10,10,"0"
"7038",89.3037155669443,74,"t",1,"f","Queens","Private room",1,1,1,1,657.770212765957,37,75.4034656056957,2,4,92,9,9,9,"0"
"7039",100,78,"t",1,"f","Brooklyn","Entire home/apt",4,1,0,2,657.770212765957,115,85,4,30,100,10,10,10,"0"
"7040",100,98,"t",1,"f","Bronx","Entire home/apt",6,1,1,4,657.770212765957,115,80,3,30,97,9,9,10,"1"
"7041",89.3037155669443,98,"t",2,"f","Brooklyn","Private room",1,0.5,1,1,657.770212765957,45,25,3,14,92,10,10,9,"0"
"7042",100,80,"f",2,"t","Brooklyn","Private room",1,1,1,1,657.770212765957,38,100,30,0,98,10,10,10,"0"
"7044",100,100,"f",2,"f","Manhattan","Entire home/apt",10,3.5,5,6,657.770212765957,800,250,6,5,100,10,10,10,"0"
"7045",100,99,"t",34,"t","Manhattan","Private room",2,1.5,1,1,657.770212765957,65,75,30,2,87,9,8,7,"0"
"7046",75,98,"f",16,"f","Manhattan","Private room",2,4,1,1,657.770212765957,85,0,30,0,100,10,10,10,"0"
"7048",100,100,"f",3,"f","Manhattan","Private room",2,1,1,1,657.770212765957,35,30,4,35,91,9,10,9,"1"
"7049",100,100,"f",3,"f","Manhattan","Private room",2,1,1,1,657.770212765957,39,30,4,48,96,9,10,9,"1"
"7050",89.3037155669443,92,"t",2,"t","Brooklyn","Private room",2,1,1,1,657.770212765957,70,50,7,0,60,6,8,8,"0"
"7052",84,37,"f",6,"t","Manhattan","Entire home/apt",2,1,0,1,657.770212765957,225,95,3,3,94,9,10,9,"0"
"7053",99,97,"f",3,"f","Brooklyn","Entire home/apt",4,1,0,2,657.770212765957,99,69,1,71,95,9,10,10,"1"
"7054",89.3037155669443,91,"f",3,"f","Manhattan","Private room",2,2,2,1,657.770212765957,45,75,7,7,93,9,9,9,"0"
"7055",20,49,"f",1,"t","Manhattan","Entire home/apt",3,1,1,2,657.770212765957,100,60,2,13,93,10,10,10,"0"
"7056",100,60,"f",19,"f","Manhattan","Entire home/apt",2,1,0,2,657.770212765957,125,150,30,5,96,10,10,9,"1"
"7057",89.3037155669443,67,"f",0,"f","Manhattan","Entire home/apt",1,1,0,1,657.770212765957,90,75.4034656056957,10,0,100,10,10,10,"0"
"7058",100,100,"t",1,"f","Queens","Private room",2,1,1,1,657.770212765957,95,59,1,44,98,10,10,10,"1"
"7059",90,99,"f",4,"f","Brooklyn","Private room",2,1,1,1,657.770212765957,50,10,3,25,96,9,10,10,"0"
"7060",100,97,"f",1,"f","Brooklyn","Entire home/apt",6,1,2,4,657.770212765957,190,130,3,17,94,9,9,9,"0"
"7061",60,87,"f",2,"f","Manhattan","Private room",2,1.5,1,1,657.770212765957,45,35,30,7,87,8,9,8,"0"
"7062",89.3037155669443,100,"t",1,"t","Manhattan","Entire home/apt",2,1,1,1,657.770212765957,175,75,3,11,98,9,10,9,"0"
"7063",100,77,"t",4,"t","Staten Island","Entire home/apt",6,1,1,3,700,125,75,2,1,93,10,10,10,"0"
"7065",50,73,"f",4,"t","Brooklyn","Entire home/apt",3,1,3,3,657.770212765957,120,75.4034656056957,3,0,93.293492250014,9.29721864681851,9.5729318258144,9.2965015393227,"0"
"7066",100,97,"f",5,"t","Brooklyn","Hotel room",2,1,1,2,657.770212765957,399,0,3,3,73,8,8,7,"0"
"7068",100,97,"f",5,"t","Brooklyn","Hotel room",2,1,1,2,657.770212765957,379,0,3,1,100,10,10,10,"0"
"7069",100,97,"f",5,"t","Brooklyn","Hotel room",2,1,1,2,657.770212765957,399,0,3,1,90,9,10,10,"1"
"7071",100,97,"t",2,"f","Manhattan","Private room",1,1.5,1,2,657.770212765957,98,0,2,54,98,10,10,10,"1"
"7072",100,99,"t",2,"t","Brooklyn","Entire home/apt",5,2,3,3,657.770212765957,140,160,3,23,96,9,10,9,"1"
"7073",0,100,"f",1,"f","Manhattan","Private room",2,1,1,1,657.770212765957,50,25,2,24,91,10,9,9,"0"
"7074",100,83,"t",1,"t","Brooklyn","Entire home/apt",4,1,2,3,657.770212765957,100,125,30,1,95,9,10,10,"0"
"7075",92,82,"f",9,"f","Manhattan","Entire home/apt",2,1,0,1,657.770212765957,80,200,30,3,93,9,9,9,"1"
"7076",89.3037155669443,100,"f",1,"f","Brooklyn","Entire home/apt",2,1,1,1,657.770212765957,180,60,5,1,100,10,10,10,"0"
"7077",89.3037155669443,0,"f",1,"t","Brooklyn","Entire home/apt",2,1,1,1,657.770212765957,120,75,89,0,80,9,10,9,"0"
"7078",89.3037155669443,76,"f",1,"t","Manhattan","Private room",2,1,1,1,657.770212765957,125,30,1,17,97,10,10,9,"0"
"7079",89.3037155669443,50,"f",1,"t","Manhattan","Entire home/apt",5,2.5,2,2,657.770212765957,333,120,12,2,100,9,10,10,"0"
"7080",100,100,"f",2,"f","Bronx","Private room",1,1,1,1,657.770212765957,65,30,2,0,93,9,8,9,"0"
"7081",84,100,"f",2,"f","Brooklyn","Entire home/apt",4,1,2,2,657.770212765957,100,75.4034656056957,2,8,87,9,10,8,"1"
"7082",89.3037155669443,81.0127222784444,"f",1,"f","Manhattan","Private room",2,1,1,1,657.770212765957,200,100,1,0,100,10,10,10,"0"
"7083",100,100,"t",1,"f","Manhattan","Entire home/apt",4,1,1,1,657.770212765957,95,50,3,33,96,10,10,10,"1"
"7084",100,100,"t",1,"f","Brooklyn","Entire home/apt",3,1,1,3,657.770212765957,100,40,2,45,99,10,10,10,"1"
"7086",89.3037155669443,100,"f",1,"t","Brooklyn","Private room",2,1,1,1,657.770212765957,90,15,2,5,100,10,10,10,"0"
"7087",100,93,"t",2,"f","Brooklyn","Private room",1,1,1,1,657.770212765957,55,25,3,20,100,10,10,10,"0"
"7088",100,77,"f",1,"t","Brooklyn","Entire home/apt",2,1,1,1,657.770212765957,100,115,2,17,99,10,10,10,"1"
"7089",89.3037155669443,64,"f",2,"f","Brooklyn","Private room",2,1,1,2,657.770212765957,120,50,3,3,100,10,9,10,"0"
"7090",89.3037155669443,67,"f",1,"f","Brooklyn","Private room",2,1,1,1,657.770212765957,149,35,2,3,96,10,9,9,"0"
"7091",89.3037155669443,40,"f",0,"t","Manhattan","Entire home/apt",2,1,1,1,657.770212765957,230,90,3,6,97,10,10,10,"0"
"7092",100,100,"t",2,"f","Brooklyn","Private room",2,1,1,1,657.770212765957,60,10,1,42,96,9,10,10,"1"
"7093",100,100,"f",1,"t","Manhattan","Entire home/apt",5,1,1,1,657.770212765957,350,75.4034656056957,2,13,93,8,10,9,"0"
"7094",100,100,"f",1,"f","Manhattan","Entire home/apt",6,1,1,3,657.770212765957,125,55,2,27,84,8,10,9,"0"
"7095",90,99,"t",3,"f","Brooklyn","Entire home/apt",2,1,1,1,657.770212765957,150,35,1,51,98,10,10,10,"0"
"7096",100,97,"t",2,"f","Manhattan","Private room",2,1,1,1,657.770212765957,130,25,1,26,99,10,10,10,"0"
"7097",89.3037155669443,98,"f",1,"f","Manhattan","Entire home/apt",3,1,2,2,657.770212765957,50,40,10,40,95,9,10,9,"0"
"7098",90,99,"t",3,"f","Brooklyn","Entire home/apt",2,1,1,1,657.770212765957,150,35,1,64,99,10,10,10,"1"
"7099",89.3037155669443,88,"f",2,"f","Brooklyn","Entire home/apt",4,1,1,1,657.770212765957,200,50,2,18,94,10,9,10,"0"
"7100",100,100,"t",1,"f","Brooklyn","Entire home/apt",4,1,1,2,657.770212765957,173,150,3,15,98,10,9,9,"0"
"7101",89.3037155669443,50,"f",1,"f","Queens","Private room",2,1,1,1,657.770212765957,83,60,2,2,100,10,10,10,"0"
"7102",100,100,"t",1,"f","Brooklyn","Private room",3,1,1,2,657.770212765957,67,15,1,50,97,9,10,10,"0"
"7104",100,92,"f",2,"t","Brooklyn","Private room",2,1,1,1,657.770212765957,70,10,3,12,97,9,9,10,"0"
"7105",100,63,"f",1,"f","Manhattan","Entire home/apt",4,2,2,2,657.770212765957,250,350,10,3,93,9,10,9,"0"
"7106",89.3037155669443,100,"f",1,"f","Queens","Private room",1,1,4,1,657.770212765957,37,13,3,4,98,10,9,10,"0"
"7107",100,80,"f",2,"t","Manhattan","Entire home/apt",2,1,1,2,657.770212765957,259,99,5,4,100,10,10,9,"1"
"7108",100,94,"t",8,"f","Queens","Entire home/apt",2,1,1,2,657.770212765957,75,200,30,0,100,8,10,8,"0"
"7109",100,93,"t",2,"f","Brooklyn","Entire home/apt",10,1,4,5,657.770212765957,165,130,2,29,96,9,9,9,"1"
"7110",100,73,"f",2,"f","Brooklyn","Private room",2,1,1,1,657.770212765957,55,25,3,30,96,9,10,10,"1"
"7111",89.3037155669443,100,"f",0,"f","Brooklyn","Private room",1,1,1,1,657.770212765957,85,25,3,0,60,9,7,7,"0"
"7112",100,73,"f",161,"f","Manhattan","Private room",1,1,1,1,657.770212765957,52,30,28,1,100,10,9,10,"0"
"7113",90,86,"f",29,"t","Manhattan","Entire home/apt",2,1,1,1,657.770212765957,95,320,30,1,90,10,9,9,"1"
"7114",100,100,"f",2,"t","Manhattan","Entire home/apt",2,1,1,2,657.770212765957,189,95,1,22,91,9,10,9,"0"
"7116",100,99,"f",3,"f","Queens","Private room",2,1,1,2,657.770212765957,40,20,15,3,70,9,8,8,"0"
"7118",100,96,"f",1,"f","Brooklyn","Private room",2,1,1,2,657.770212765957,75,30,3,19,90,9,9,9,"0"
"7119",89.3037155669443,81,"t",1,"t","Manhattan","Private room",2,1,1,1,657.770212765957,90,65,2,20,98,10,10,10,"0"
"7120",89.3037155669443,96,"f",1,"f","Manhattan","Private room",2,1,1,2,657.770212765957,82,30,2,17,99,10,10,10,"0"
"7121",89.3037155669443,49,"f",1,"f","Brooklyn","Entire home/apt",2,1,0,1,657.770212765957,100,75,2,3,92,8,10,9,"0"
"7122",100,96,"f",5,"f","Staten Island","Entire home/apt",7,1,2,3,657.770212765957,106,59,3,4,83,8,9,8,"0"
"7123",80,85,"f",1,"t","Brooklyn","Entire home/apt",11,1.5,3,7,657.770212765957,200,145,7,25,90,9,9,9,"0"
"7124",100,100,"t",3,"f","Brooklyn","Private room",2,1,1,1,657.770212765957,100,35,1,6,96,10,10,9,"0"
"7125",89.3037155669443,79,"f",1,"t","Manhattan","Private room",2,1,1,1,657.770212765957,95,75.4034656056957,1,33,94,9,10,9,"0"
"7126",89.3037155669443,20,"f",2,"t","Manhattan","Entire home/apt",2,1,1,1,657.770212765957,150,150,3,0,93.293492250014,9.29721864681851,9.5729318258144,9.2965015393227,"0"
"7127",100,99,"t",1,"f","Manhattan","Entire home/apt",6,1.5,2,6,657.770212765957,413,150,1,51,98,10,10,10,"1"
"7128",100,82,"t",3,"t","Brooklyn","Private room",4,1.5,2,2,657.770212765957,245,80,5,2,95,10,10,10,"0"
"7129",100,98,"t",1,"t","Brooklyn","Entire home/apt",2,1,0,2,657.770212765957,109,60,2,56,97,10,10,10,"1"
"7130",0,74,"f",1,"f","Brooklyn","Entire home/apt",5,2,3,3,657.770212765957,399,150,2,5,96,10,10,10,"0"
"7131",89.3037155669443,100,"f",1,"f","Brooklyn","Private room",1,1,1,1,657.770212765957,100,0,30,2,86,8,10,9,"0"
"7132",100,100,"f",49,"f","Manhattan","Private room",2,1,1,1,657.770212765957,99,30,1,10,83,8,10,9,"0"
"7133",100,97,"f",6,"f","Queens","Private room",2,1,1,1,657.770212765957,55,10,1,42,94,10,9,9,"1"
"7134",100,100,"f",2,"f","Staten Island","Private room",5,1,2,4,657.770212765957,129,50,1,5,85,8,10,9,"0"
"7135",89.3037155669443,100,"t",2,"f","Queens","Entire home/apt",6,1,3,4,657.770212765957,249,150,2,8,99,10,10,10,"0"
"7136",100,86,"f",1,"f","Bronx","Entire home/apt",2,1,0,1,657.770212765957,110,40,2,19,94,10,10,10,"0"
"7137",100,94,"f",1,"f","Brooklyn","Entire home/apt",6,1,3,3,657.770212765957,170,65,1,24,85,9,10,9,"0"
